plant.h,block,treatment,position,source.pop,source pop number,source.fam,field.greenhouse,first.flower,rosette.diameter,height,leaf.length,SLA,branch.length,internode.number,internode.length,biomass,seeds.per.fruit ,fruits
1,1,c,1,NUH,9,NUH11,G,113,24.00,5,12.236,35.5928,n/a,n/a,n/a,2.34,5,71
2,1,c,2,SCH,11,SCH15,G,105,28.67,10,15.208,26.1204,n/a,n/a,n/a,n/a,4.8,99
3,1,c,3,SSH,15,SSH7,G,105,21.00,6,7.127,38.8673,n/a,n/a,n/a,n/a,5,121
5,1,c,5,SHH,12,SHH5,G,92,22.00,8,13.801,36.6873,n/a,n/a,n/a,n/a,5,102
6,1,c,6,SCH,11,SCH2,F,105,21.33,5,11.505,25.7649,n/a,n/a,n/a,n/a,4.8,108
7,1,c,1,SHL,13,SHL4,F,105,21.00,6,11.858,32.5744,70,9,7.77777777777778,2.66,5,75
8,1,c,2,SHL,13,SHL14,G,105,19.67,6,6.647,34.7211,n/a,n/a,n/a,n/a,5,102
10,1,c,4,PWL,10,PWL3,G,99,19.67,7,11.49,33.1644,n/a,n/a,n/a,n/a,5,87
11,1,c,5,SHL2,14,SHL215,F,99,16.00,5,10.109,26.4275,n/a,n/a,n/a,n/a,4.8,87
12,1,c,6,NBL,7,NBL8,F,92,18.00,4,8.177,30.2024,n/a,n/a,n/a,n/a,5,90
13,1,he,1,SCH,11,SCH15,G,113,31.00,19,18.833,39.8361,n/a,n/a,n/a,n/a,4.6,65
14,1,he,2,SSH,15,SSH7,G,113,29.33,18,15.528,45.5549,n/a,n/a,n/a,n/a,5,65
16,1,he,4,SCH,11,SCH2,F,127,34.67,14,19.701,42.327967806841,n/a,n/a,n/a,n/a,4.6,58
17,1,he,5,NUH,9,NUH11,G,121,33.00,13,9.515,42.3817,n/a,n/a,n/a,n/a,5,31
18,1,he,6,ERH,1,ERH5,F,105,28.00,8,17.837,47.6631,n/a,n/a,n/a,n/a,4.6,73
19,1,he,1,MHL,5,MHL10,F,113,25.00,16,19.668,43.1825,n/a,n/a,n/a,n/a,5,62
20,1,he,2,SHL2,14,SHL215,F,121,35.00,16,15.668,52.4654,n/a,n/a,n/a,n/a,5,65
21,1,he,3,SHL,13,SHL4,F,113,32.33,15,19.101,41.2059,n/a,n/a,n/a,n/a,5,86
22,1,he,4,PWL,10,PWL3,G,113,35.67,14,20.22,38.6732,n/a,n/a,n/a,n/a,5,83
23,1,he,5,NBL,7,NBL8,F,113,30.33,12,16.234,43.0561,n/a,n/a,n/a,n/a,5,58
24,1,he,6,SHL,13,SHL14,G,105,22.00,9,12.114,36.0154241645244,n/a,n/a,n/a,n/a,5,72
25,1,ho,1,SCH,11,SCH15,G,105,32.00,12,19.131,34.0479,80,12,6.66666666666667,3.15,4.8,72
26,1,ho,2,SHH,12,SHH5,G,99,33.00,12,18.935,43.6274,n/a,n/a,n/a,2.63,4.8,95
27,1,ho,3,ERH,1,ERH5,F,113,32.67,9,21.718,36.1264,n/a,n/a,n/a,2.66,5,75
28,1,ho,4,SCH,11,SCH2,F,121,30.00,11,16.015,31.7192,n/a,n/a,n/a,2.80,4.8,74
29,1,ho,5,SSH,15,SSH7,G,113,32.00,14,17.407,36.8963,75,8,9.375,2.76,4.4,72
30,1,ho,6,NUH,9,NUH11,G,113,25.33,6,11.726,30.7049,n/a,n/a,n/a,n/a,5,71
31,1,ho,1,PWL,10,PWL3,G,113,29.33,11,17.221,34.0817,71,8,8.875,3.00,4.8,65
32,1,ho,2,SHL,13,SHL4,F,113,27.33,13,18.576,35.3680,n/a,n/a,n/a,2.44,4.4,67
33,1,ho,3,MHL,5,MHL10,F,99,25.67,8,16.475,36.0737051792829,n/a,n/a,n/a,2.47,5,106
34,1,ho,4,SHL2,14,SHL215,F,99,29.00,10,13.24,48.2289719626168,71,8,8.875,2.99,4.8,76
35,1,ho,5,SHL,13,SHL14,G,105,29.33,8,17.407,43.3128,n/a,n/a,n/a,2.26,4.6,74
36,1,ho,6,NBL,7,NBL8,F,99,23.67,7,13.575,35.7975,66,10,6.6,2.05,5,69
37,2,c,1,NUH,9,NUH10,G,99,22.67,5,13.824,27.6772,57,9,6.33333333333333,1.83,5,87
38,2,c,2,NPH,8,NPH8,G,99,19.67,7,11.357,27.8535,69,10,6.9,2.23,5,64
39,2,c,3,ILH,4,ILH11,G,99,17.67,5,9.129,28.4423,56,10,5.6,1.88,5,71
40,2,c,4,NUH,9,NUH5,G,99,15.00,3,8.707,24.4038,62,9,6.88888888888889,2.34,4.6,43
41,2,c,5,NUH,9,NUH3,G,92,20.00,6,11.448,26.133676092545,70,10,7,1.82,5,71
42,2,c,6,ERH,1,ERH17,F,105,21.67,6,12.565,24.0139,61,9,6.77777777777778,3.67,4,41
44,2,c,2,SHL,13,SHL1,F,99,n/a,n/a,10.366,27.0837,n/a,n/a,n/a,2.28,5,69
45,2,c,3,SHL2,14,SHL212,F,99,17.67,4,8.59,24.1667,45,9,5,2.33,5,103
46,2,c,4,MHL,5,MHL4,F,92,17.33,4,10.806,30.6860,55,10,5.5,1.99,4.8,74
47,2,c,5,SHL,13,SHL16,G,92,17.33,5,10.49,26.2617,62,10,6.2,2.49,5,89
48,2,c,6,PWL,10,PWL3,G,105,17.00,4,8.875,28.6685,52,9,5.77777777777778,2.47,4.4,60
49,2,he,1,ILH,4,ILH11,G,105,30.67,12,16.901,39.7216,75,10,7.5,2.45,5,80
50,2,he,2,NPH,8,NPH8,G,121,30.33,14,13.325,40.4879,79,10,7.9,2.79,4.8,56
51,2,he,3,ERH,1,ERH17,F,113,34.00,9,18.532,40.1299,79,10,7.9,3.14,3.6,61
52,2,he,4,NUH,9,NUH5,G,121,25.67,10,17.227,39.0993,74,10,7.4,2.48,5,23
53,2,he,5,NUH,9,NUH3,G,105,26.00,10,17.619,43.7210,88,10,8.8,1.95,5,41
54,2,he,6,NUH,9,NUH10,G,127,29.67,6,14.555,29.9442,65,9,7.22222222222222,2.52,5,65
55,2,he,1,MHL,5,MHL4,F,99,25.33,14,12.797,48.7565,82,10,8.2,2.03,4.4,46
56,2,he,2,PWL,10,PWL3,G,105,33.33,11,18.339,34.3048,77,9,8.55555555555556,2.94,5,80
57,2,he,3,SHL,13,SHL1,F,113,29.67,13,17.71,38.9053,77,10,7.7,2.75,4.6,70
58,2,he,4,SHL,13,SHL16,G,105,32.00,11,17.382,36.1380,79,11,7.18181818181818,2.83,4.6,83
60,2,he,6,SHL2,14,SHL212,F,105,27.00,9,14.294,29.3105,71,10,7.1,2.56,5,86
61,2,ho,1,NUH,9,NUH5,G,99,21.67,3,11.089,38.3247,62,9,6.88888888888889,3.11,5,26
63,2,ho,3,NUH,9,NUH3,G,105,30.00,9,15.684,32.3715,62,9,6.88888888888889,2.37,5,48
64,2,ho,4,NPH,8,NPH8,G,99,26.67,7,11.219,31.9855,77,11,7,2.56,5,51
65,2,ho,5,NUH,9,NUH10,G,113,32.33,8,15.627,31.2998,75,10,7.5,2.98,5,71
66,2,ho,6,ILH,4,ILH11,G,105,20.33,8,11.458,27.0983,58,9,6.44444444444444,1.77,5,68
67,2,ho,1,SHL2,14,SHL212,F,105,26.00,11,14.157,36.2207,65,8,8.125,2.56,5,97
69,2,ho,3,SHL,13,SHL16,G,113,23.33,10,13.797,35.8031,75,10,7.5,2.41,5,76
70,2,ho,4,PWL,10,PWL3,G,99,25.67,7,12.52,30.8122,67,9,7.44444444444444,2.66,4.4,90
71,2,ho,5,SHL,13,SHL1,F,105,21.33,9,10.875,33.2745,64,10,6.4,1.59,5,43
72,2,ho,6,MHL,5,MHL4,F,99,24.00,9,11.941,31.1546,55,9,6.11111111111111,2.15,5,94
73,3,c,1,SSH,15,SSH2,G,92,19.67,8,12.233,31.0030,83,11,7.54545454545455,3.07,5,89
74,3,c,2,NPH,8,NPH7,G,94,22.67,9,11.894,31.6377,78,9,8.66666666666667,3.22,4.8,102
75,3,c,3,SCH,11,SCH13,G,113,26.00,11,20.298,32.3980,64,9,7.11111111111111,3.29,4.2,84
76,3,c,4,SCH,11,SCH15,G,113,27.67,11,12.253,40.5959,80,11,7.27272727272727,3.95,4,123
77,3,c,5,SCH,11,SCH1,F,113,27.33,8,15.369,28.4977,n/a,n/a,n/a,3.55,4.6,140
78,3,c,6,NUH,9,NUH7,G,99,18.67,8,11.993,25.2827,83,11,7.54545454545455,2.51,5,89
79,3,c,1,SHL,13,SHL5,F,113,20.33,8,12.276,32.2334,75,11,6.81818181818182,3.34,5,109
80,3,c,2,MHL,5,MHL4,F,99,22.33,8,13.429,34.0925,73,9,8.11111111111111,2.45,5,72
81,3,c,3,NBL,7,NBL9,F,105,20.67,7,13.871,38.7548,77,9,8.55555555555556,2.89,5,73
82,3,c,4,PWL,10,PWL6,G,113,22.67,10,11.89,31.4454,76,10,7.6,3.03,5,76
83,3,c,5,NBL,7,NBL19,F,99,20.00,6,11.078,29.8598,82,10,8.2,2.49,4.8,73
84,3,c,6,SHL2,14,SHL213,F,105,20.67,8,15.535,30.3107,78,10,7.8,2.59,5,86
85,3,he,1,NPH,8,NPH7,G,121,25.00,18,18.318,38.8615,75,10,7.5,2.93,4.8,72
86,3,he,2,SCH,11,SCH1,F,121,32.67,14,16.082,23.2456,77,11,7,3.42,4.2,119
87,3,he,3,SSH,15,SSH2,G,113,28.67,9,15.372,36.2051,78,10,7.8,2.94,4.6,70
88,3,he,4,NUH,9,NUH7,G,105,23.67,10,14.527,45.3614,84,12,7,2.55,4.6,76
89,3,he,5,SCH,11,SCH15,G,113,38.33,14,26.956,34.4062,89,11,8.09090909090909,3.89,4.4,81
90,3,he,6,SCH,11,SCH13,G,113,27.33,13,18.452,25.5338,58,10,5.8,3.12,3.8,122
91,3,he,1,SHL,13,SHL5,F,113,29.33,13,17.2,47.7766,82,10,8.2,2.41,5,61
93,3,he,3,NBL,7,NBL9,F,113,24.67,13,17.107,34.9265,69,10,6.9,2.51,5,76
94,3,he,4,PWL,10,PWL6,G,113,29.67,8,17.638,34.8304,80,9,8.88888888888889,2.76,5,69
95,3,he,5,NBL,7,NBL19,F,113,24.33,16,16.834,35.5493,75,10,7.5,2.64,4.8,71
96,3,he,6,SHL2,14,SHL213,F,105,27.00,11,13.161,21.4922,58,10,5.8,2.54,5,120
97,3,ho,1,NPH,8,NPH7,G,105,26.67,16,18.577,36.8265,70,10,7,3.08,4.8,104
98,3,ho,2,NUH,9,NUH7,G,105,24.33,10,19.013,38.4107,103,11,9.36363636363636,2.67,5,101
99,3,ho,3,SCH,11,SCH1,F,121,31.33,17,20.917,35.0771,76,11,6.90909090909091,2.74,4.6,99
100,3,ho,4,SSH,15,SSH2,G,121,28.67,10,17.799,33.9204,83,10,8.3,2.82,4.6,97
101,3,ho,5,SCH,11,SCH13,G,113,33.67,9,15.665,26.5516,70,10,7,3.47,4.2,114
102,3,ho,6,SCH,11,SCH15,G,113,31.67,9,18.472,28.3800,61,11,5.54545454545455,2.84,4.6,99
103,3,ho,1,SHL2,14,SHL213,F,105,33.00,9,12.913,36.7761,71,9,7.88888888888889,2.74,5,86
104,3,ho,2,SHL,13,SHL5,F,121,27.33,11,13.554,38.6495,73,10,7.3,2.82,4.6,72
106,3,ho,4,NBL,7,NBL9,F,113,27.33,13,18.492,32.3659,73,9,8.11111111111111,2.28,5,60
107,3,ho,5,PWL,10,PWL6,G,121,29.67,7,18.977,31.9084,75,9,8.33333333333333,2.75,5,84
108,3,ho,6,MHL,5,MHL4,F,99,25.00,10,12.736,31.1034,52,9,5.77777777777778,1.92,5,67
109,4,c,1,SCH,11,SCH5,F,113,32.00,14,21.404,26.5984,87,10,8.7,4.35,4.2,102
110,4,c,2,SSH,15,SSH9,G,99,24.67,13,14.757,29.3365,70,10,7,2.27,5,75
111,4,c,3,ILH,4,ILH6,G,99,22.00,7,10.793,29.3333,58,10,5.8,2.03,5,79
112,4,c,4,NUH,9,NUH9,G,105,30.67,7,12.877,35.0362,70,10,7,2.39,4.8,72
113,4,c,5,SCH,11,SCH20,G,113,27.33,11,15.276,27.1888,75,11,6.81818181818182,3.72,4.4,105
114,4,c,6,ERH,1,ERH13,F,127,19.67,10,18.421,39.8005,50,7,7.14285714285714,1.63,4.4,36
115,4,c,1,WKL,16,WKL5,F,99,25.67,10,15.554,29.0508,70,9,7.77777777777778,2.47,4.8,78
116,4,c,2,SHL,13,SHL15,G,105,23.00,8,12.646,31.3249,65,10,6.5,2.68,4.8,84
117,4,c,3,PWL,10,PWL7,G,99,22.67,9,14.415,28.7590,76,11,6.90909090909091,3.05,4.8,97
119,4,c,5,PWL,10,PWL6,G,105,25.00,12,12.241,31.6469,80,11,7.27272727272727,2.78,5,83
120,4,c,6,PWL,10,PWL1,G,99,20.67,7,12.17,24.9175,57,9,6.33333333333333,2.21,4.8,68
121,4,he,1,SSH,15,SSH9,G,113,29.00,11,21.301,38.2577,89,10,8.9,2.62,5,71
123,4,he,3,ILH,4,ILH6,G,105,26.67,8,13.697,37.0451,76,11,6.90909090909091,2.50,5,78
124,4,he,4,SCH,11,SCH5,F,121,36.67,18,22.311,35.9079,82,11,7.45454545454545,2.91,4.4,47
125,4,he,5,SCH,11,SCH20,G,121,39.33,12,24.444,36.0156,71,10,7.1,3.62,4,85
126,4,he,6,NUH,9,NUH9,G,113,24.67,6,13.099,30.4236,49,8,6.125,2.04,4,66
127,4,he,1,PWL,10,PWL6,G,113,34.00,12,16.065,49.4113,65,9,7.22222222222222,2.64,5,50
128,4,he,2,WKL,16,WKL5,F,121,25.33,13,16.395,37.1050,79,10,7.9,2.47,4.2,39
129,4,he,3,PWL,10,PWL1,G,113,32.67,12,23.729,34.0931,72,9,8,2.66,5,49
130,4,he,4,WKL,16,WKL10,F,121,26.67,18,16.37,54.1553,80,10,8,1.88,4.6,48
131,4,he,5,SHL,13,SHL15,G,113,27.00,10,19.441,40.1680,73,10,7.3,2.57,5,55
132,4,he,6,PWL,10,PWL7,G,105,25.67,8,13.424,29.9731,62,9,6.88888888888889,2.72,5,83
133,4,ho,1,SCH,11,SCH5,F,113,34.00,18,24.78,27.2743,83,11,7.54545454545455,3.95,4.4,81
134,4,ho,2,ILH,4,ILH6,G,105,30.33,14,16.673,36.6591,80,10,8,3.12,5,86
135,4,ho,3,NUH,9,NUH9,G,113,33.00,9,17.094,33.1351,69,9,7.66666666666667,2.62,4.6,69
136,4,ho,4,SCH,11,SCH20,G,113,33.67,13,18.568,30.5057,66,9,7.33333333333333,4.32,3.2,95
137,4,ho,5,SSH,15,SSH9,G,105,31.33,11,18.783,37.2396,80,10,8,2.71,5,91
138,4,ho,6,ERH,1,ERH13,F,113,29.00,6,17.447,30.4872,64,9,7.11111111111111,2.79,4.4,101
139,4,ho,1,PWL,10,PWL1,G,105,26.67,13,13.079,31.6877,75,9,8.33333333333333,2.86,5,86
140,4,ho,2,SHL,13,SHL15,G,105,28.67,13,16.179,34.8559,75,10,7.5,2.78,5,70
141,4,ho,3,PWL,10,PWL6,G,113,30.00,12,13.034,36.6630,71,10,7.1,3.09,5,82
142,4,ho,4,WKL,16,WKL5,F,105,28.33,17,17.449,34.0769,79,11,7.18181818181818,2.61,4.6,89
143,4,ho,5,PWL,10,PWL7,G,113,29.00,14,16.923,32.6871,74,9,8.22222222222222,3.09,5,91
144,4,ho,6,WKL,16,WKL10,F,113,27.33,9,13.056,40.3605,59,9,6.55555555555556,2.23,4,93
145,5,c,1,ERH,1,ERH6,F,105,28.00,7,15.975,33.5649,51,9,5.66666666666667,4.97,4.2,55
146,5,c,2,NPH,8,NPH9,G,105,24.67,9,12.165,33.3932,56,9,6.22222222222222,3.23,5,87
147,5,c,3,NPH,8,NPH6,G,99,20.67,6,13.74,28.0452,61,8,7.625,4.08,5,62
148,5,c,4,ERH,1,ERH9,F,105,27.00,7,15.003,26.4095,59,9,6.55555555555556,5.23,4.6,84
149,5,c,5,SSH,15,SSH3,G,99,18.00,5,12.848,30.7582,74,10,7.4,3.74,5,57
150,5,c,6,SHH,12,SHH1,G,105,22.33,5,10.610,23.0031,48,9,5.33333333333333,3.48,5,108
151,5,c,1,PWL,10,PWL4,G,99,17.67,7,12.170,35.4582,55,9,6.11111111111111,3.33,5,65
152,5,c,2,NBL,7,NBL13,F,99,20.00,8,10.995,29.2882,60,10,6,3.00,5,68
153,5,c,3,ERL,2,ERL1,G,105,22.00,5,13.332,28.3634,56,9,6.22222222222222,4.05,4.8,99
154,5,c,4,PWL,10,PWL10,G,99,21.67,6,11.834,31.2608,56,9,6.22222222222222,3.87,5,56
157,5,he,1,NPH,8,NPH9,G,113,23.67,15,12.459,54.7177,73,8,9.125,3.76,5,39
158,5,he,2,ERH,1,ERH9,F,113,31.00,16,21.132,42.6374,77,9,8.55555555555556,4.04,4,35
159,5,he,3,SHH,12,SHH1,G,113,29.67,15,17.341,41.8922,84,9,9.33333333333333,4.11,5,47
160,5,he,4,ERH,1,ERH6,F,113,31.00,17,25.730,43.7355,86,9,9.55555555555556,4.05,4.4,26
161,5,he,5,SSH,15,SSH3,G,121,26.67,18,17.988,44.9690,87,9,9.66666666666667,3.78,4.4,31
162,5,he,6,NPH,8,NPH6,G,105,23.00,10,14.824,28.3743,78,8,9.75,4.11,4.6,39
163,5,he,1,NBL,7,NBL2,F,113,23.67,12,15.404,47.5788,70,9,7.77777777777778,3.76,4.8,35
164,5,he,2,WKL,16,WKL5,F,113,27.33,18,18.159,33.4089,84,9,9.33333333333333,4.28,5,31
165,5,he,3,NBL,7,NBL13,F,113,24.67,15,12.415,53.8715,76,9,8.44444444444444,3.82,5,37
166,5,he,4,ERL,2,ERL1,G,121,31.67,14,20.186,41.1866,87,9,9.66666666666667,5.51,3,23
167,5,he,5,PWL,10,PWL10,G,113,28.33,12,16.182,39.8239,71,8,8.875,4.67,4.2,39
168,5,he,6,PWL,10,PWL4,G,113,23.33,12,11.249,30.7770,64,8,8,4.81,5,61
169,5,ho,1,NPH,8,NPH6,G,105,25.00,10,14.208,33.8658,63,7,9,3.32,5,38
170,5,ho,2,SSH,15,SSH3,G,99,28.33,13,15.158,39.7015,73,8,9.125,3.74,n/a,n/a
171,5,ho,3,SHH,12,SHH1,G,105,28.33,12,17.952,38.0872,74,10,7.4,4.03,5,72
172,5,ho,4,NPH,8,NPH9,G,105,27.33,14,17.171,37.4791,58,8,7.25,3.89,5,75
173,5,ho,5,ERH,1,ERH9,F,113,31.33,10,22.335,41.6176,82,10,8.2,3.78,4.2,31
175,5,ho,1,NBL,7,NBL13,F,105,25.33,17,19.114,35.7130,73,8,9.125,2.74,5,42
176,5,ho,2,ERL,2,ERL1,G,121,29.33,14,17.519,40.9738,78,9,8.66666666666667,4.35,n/a,n/a
177,5,ho,3,PWL,10,PWL4,G,113,28.00,14,14.176,38.4194,67,9,7.44444444444444,4.03,5,68
178,5,ho,4,NBL,7,NBL2,F,121,27.33,13,16.869,39.4039,74.5,9,8.27777777777778,2.75,4.8,37
179,5,ho,5,PWL,10,PWL10,G,113,26.67,13,16.775,41.2505,69,9,7.66666666666667,3.86,4.6,42
180,5,ho,6,WKL,16,WKL5,F,99,28.33,8,15.308,33.7063,62,9,6.88888888888889,3.25,4.6,50
181,6,c,1,SCH,11,SCH8,F,113,31.67,18,19.782,24.7734,70,10,7,4.14,4.2,126
182,6,c,2,ERH,1,ERH7,F,99,26.00,10,17.197,32.9714,57,10,n/a,2.78,4.8,119
183,6,c,3,ERH,1,ERH14,F,105,30.67,10,11.133,30.6143,62,10,6.2,2.65,4.6,115
184,6,c,4,SCH,11,SCH14,G,99,19.67,19,10.351,32.4140,94,11,8.54545454545454,2.79,5,67
185,6,c,5,SCH,11,SCH12,G,113,29.33,12,16.716,28.1250,82,11,7.45454545454545,4.29,3.8,118
186,6,c,6,NPH,8,NPH3,G,92,23.33,10,13.254,36.7392,64,11,5.81818181818182,2.50,5,104
187,6,c,1,SHL2,14,SHL216,F,121,33.00,12,21.446,39.1857923497268,88,11,8,2.56,5,77
188,6,c,2,MLL,6,MLL8,G,92,24.00,10,12.079,22.3911,62,11,5.63636363636364,2.77,4.2,137
189,6,c,3,MHL,5,MHL10,F,92,20.67,11,10.236,40.1330,72,10,7.2,2.09,4.8,90
190,6,c,4,SHL,13,SHL19,G,99,23.67,15,12.87,29.5172,77,11,7,3.23,4.8,114
191,6,c,5,SHL2,14,SHL219,F,99,22.67,11,9.537,29.8949,72,10,7.2,2.61,5,113
192,6,c,6,NBL,7,NBL6,F,92,20.33,10,13.473,26.4312,57,11,5.18181818181818,2.19,5,112
193,6,he,1,NPH,8,NPH3,G,99,26.00,24,12.887,46.0845,82,10,8.2,2.44,4.8,76
194,6,he,2,ERH,1,ERH7,F,113,31.33,19,18.513,44.2358,74,10,7.4,2.58,4,69
195,6,he,3,SCH,11,SCH8,F,113,26.67,9,14.777,26.2827324478178,n/a,n/a,n/a,2.75,4.4,53
196,6,he,4,ERH,1,ERH14,F,113,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
197,6,he,5,SCH,11,SCH12,G,121,31.33,14,24.64,32.4466,n/a,n/a,n/a,3.02,5,63
198,6,he,6,SCH,11,SCH14,G,121,31.67,10,19.518,30.2876,n/a,n/a,n/a,2.98,4.4,61
199,6,he,1,SHL2,14,SHL219,F,113,28.00,14,14.293,39.5686,n/a,n/a,n/a,2.47,5,68
200,6,he,2,NBL,7,NBL6,F,99,21.00,9,12.184,28.78125,n/a,n/a,n/a,2.16,5,44
201,6,he,3,MHL,5,MHL10,F,105,23.33,13,15.545,35.6434,76,10,7.6,2.30,5,81
202,6,he,4,SHL2,14,SHL216,F,121,28.00,12,16.358,33.6327,n/a,n/a,n/a,2.13,4.8,65
203,6,he,5,MLL,6,MLL8,G,113,32.00,12,18.296,29.5121,104,11,9.45454545454546,2.79,4.6,65
204,6,he,6,SHL,13,SHL19,G,113,30.67,9,n/a,n/a,88,10,8.8,2.19,4.8,64
205,6,ho,1,SCH,11,SCH14,G,99,30.00,20,15.982,30.7263,n/a,n/a,n/a,3.13,5,69
206,6,ho,2,ERH,1,ERH7,F,113,30.67,12,16.411,39.2760,82,10,8.2,2.40,4.6,84
207,6,ho,3,ERH,1,ERH14,F,105,29.00,8,14.872,24.3424,n/a,n/a,n/a,2.48,4.8,86
208,6,ho,4,NPH,8,NPH3,G,99,27.00,18,16.77,37.6168,82,11,7.45454545454545,2.63,4.8,107
209,6,ho,5,SCH,11,SCH12,G,113,32.00,19,19.172,32.7371,75,10,7.5,3.67,4,110
210,6,ho,6,SCH,11,SCH8,F,113,29.33,7,13.108,24.7897,n/a,n/a,n/a,2.98,4,110
211,6,ho,1,SHL2,14,SHL216,F,105,27.67,26,16.916,37.9724,n/a,n/a,n/a,2.80,n/a,98
213,6,ho,3,NBL,7,NBL6,F,99,25.00,13,15.657,31.7375,85,10,n/a,2.72,n/a,85
214,6,ho,4,MLL,6,MLL8,G,113,25.00,16,13.246,31.9043,76,10,n/a,2.73,n/a,76
215,6,ho,5,SHL2,14,SHL219,F,99,28.00,9,14.233,28.5481,72,10,n/a,2.53,n/a,108
216,6,ho,6,SHL,13,SHL19,G,113,18.00,4,10.548,20.0018,67,11,n/a,2.29,n/a,90
217,7,c,1,NPH,8,NPH6,G,99,21.00,6,11.443,27.6458,65,9,7.22222222222222,2.74,5,85
218,7,c,2,SHH,12,SHH2,G,99,18.67,8,11.629,29.7664,62,9,6.88888888888889,2.39,4.8,103
219,7,c,3,NUH,9,NUH3,G,99,21.33,8,12.597,28.3144,62,10,6.2,2.29,5,83
220,7,c,4,SCH,11,SCH20,G,113,28.00,12,15.591,26.8613,66,9,7.33333333333333,3.61,4.4,126
221,7,c,5,SSH,15,SSH6,G,105,19.67,6,9.858,33.2638,n/a,n/a,n/a,2.39,5,100
222,7,c,6,ERH,1,ERH2,F,105,20.67,5,12.826,23.1454,46,9,5.11111111111111,2.82,3.8,108
223,7,c,1,MLL,6,MLL7,G,99,20.67,13,13.5,27.5570,85,11,7.72727272727273,3.00,5,102
224,7,c,2,MHL,5,MHL20,F,92,19.00,6,11.245,32.6202,53,9,5.88888888888889,2.11,4.6,89
225,7,c,3,SHL,13,SHL18,G,99,17.33,6,10.022,27.0823,66,10,6.6,2.21,5,86
226,7,c,4,MHL,5,MHL16,F,99,17.67,9,10.037,58.1471,68,9,7.55555555555556,2.56,5,57
227,7,c,5,MHL,5,MHL3,F,105,20.67,9,10.844,29.1425,58,9,6.44444444444444,2.22,5,102
228,7,c,6,SHL2,14,SHL218,F,105,18.67,4,10.831,23.5691,40,10,4,2.15,5,125
229,7,he,1,NPH,8,NPH6,G,113,28.67,9,15.545,37.5407,70,9,7.77777777777778,2.86,5,50
230,7,he,2,SSH,15,SSH6,G,121,27.33,17,15.903,35.5158,91,9,10.1111111111111,3.17,5,74
231,7,he,3,SHH,12,SHH2,G,113,27.67,12,15.394,46.5765,84,9,9.33333333333333,3.79,5,59
232,7,he,4,NUH,9,NUH3,G,105,25.00,13,21.433,36.2161,99,10,9.9,2.87,5,40
233,7,he,5,ERH,1,ERH2,F,113,33.67,12,21.808,35.5031,79,10,7.9,3.25,3.8,63
234,7,he,6,SCH,11,SCH20,G,113,32.00,11,13.847,27.1550,64,9,7.11111111111111,3.58,4.4,58
235,7,he,1,MHL,5,MHL20,F,113,23.33,11,12.186,51.0476,77,9,8.55555555555556,2.29,5,41
236,7,he,2,MHL,5,MHL16,F,121,7.67,18,12.669,39.8137,89,8,11.125,1.66,5,23
237,7,he,3,MLL,6,MLL7,G,113,28.00,14,18.484,38.7500,95,10,9.5,2.99,4.6,65
238,7,he,4,SHL,13,SHL18,G,113,22.67,13,16.53,38.2871,87,9,9.66666666666667,2.97,5,74
239,7,he,5,MHL,5,MHL3,F,113,23.00,14,17.846,37.1395,74,9,8.22222222222222,2.55,5,62
240,7,he,6,SHL2,14,SHL218,F,121,25.67,12,13.378,32.7555,71,9,7.88888888888889,2.89,5,58
241,7,ho,1,NUH,9,NUH3,G,99,29.00,7,15.508,32.2241,94,12,7.83333333333333,2.73,4.6,71
242,7,ho,2,SSH,15,SSH6,G,121,26.67,13,15.751,32.7248,84,9,9.33333333333333,3.49,5,110
243,7,ho,3,SHH,12,SHH2,G,105,25.67,12,15.09,38.8931,74,10,7.4,3.16,5,104
244,7,ho,4,NPH,8,NPH6,G,121,22.67,6,13.977,30.2253,64,9,7.11111111111111,2.90,5,86
245,7,ho,5,ERH,1,ERH2,F,113,33.33,9,19.782,39.6032,71,10,7.1,2.97,4.4,84
246,7,ho,6,SCH,11,SCH20,G,113,34.67,7,19.101,23.6857,52,9,5.77777777777778,4.01,4.4,98
247,7,ho,1,SHL,13,SHL18,G,113,24.67,9,13.17,27.3926,78,10,7.8,2.99,5,94
249,7,ho,3,MHL,5,MHL20,F,113,31.00,10,22.634,41.7986,73,9,8.11111111111111,2.95,5,85
250,7,ho,4,MLL,6,MLL7,G,105,28.33,19,20.968,33.2596,83,10,8.3,3.62,5,113
251,7,ho,5,MHL,5,MHL16,F,121,15.67,12,10.453,46.0000,84,9,9.33333333333333,3.11,4,57
253,8,c,1,ERH,1,ERH20,F,105,25.33,8,12.724,27.2168,n/a,n/a,n/a,n/a,n/a,n/a
254,8,c,2,ILH,4,ILH5,G,105,20.00,7,7.347,41.2466,n/a,n/a,n/a,n/a,4.8,100
255,8,c,3,SSH,15,SSH7,G,99,20.00,7,8.65,39.6040,n/a,n/a,n/a,2.06,4.8,70
256,8,c,4,NPH,8,NPH3,G,92,20.67,13,8.311,44.6111,n/a,n/a,n/a,2.58,n/a,105
257,8,c,5,ERH,1,ERH16,F,113,28.00,9,14.177,34.5415,n/a,n/a,n/a,n/a,4.8,75
258,8,c,6,SHH,12,SHH2,G,105,23.00,8,9.696,35.8182,n/a,n/a,n/a,2.53,5,122
